R_0_1,R_0_2,Ieq_obt_1,Ieq_obt_2,Seq_obt_1,Seq_obt_2
0.5,0.5,-4.250178686380661e-15,3.228778893068796e-15,0.7666666667044417,0.8755950357698827
0.5,0.65,-4.368133269816724e-16,-2.749011523591198e-13,0.7666666666657852,0.8755950356853685
0.5,0.8,4.986605144187169e-16,1.307123826938635e-12,0.7666666666666841,0.8755950356377229
0.5,0.95,7.148640333325207e-14,1.582485452131591e-06,0.76666666652072,0.8755933238773504
0.5,1.1,7.743773945018558e-14,0.07898353412046795,0.7666666666665248,0.789835318726585
0.5,1.25,4.562326563897832e-14,0.17195697700565507,0.7666666666563476,0.6878279081400186
0.5,1.4,3.009025163480486e-14,0.2434027548681327,0.7666666667282425,0.6085068873139714
0.5,1.55,-1.2955691010471758e-14,0.2998414819840399,0.7666666666340911,0.5451663308801075
0.5,1.7,-1.1708161714748538e-15,0.34544079855097876,0.7666666666700401,0.49348685507292134
0.5,1.85,1.8039932305686098e-14,0.3829799803620114,0.766666666651125,0.45056468277873896
0.5,2.0,-2.930560874368872e-14,0.41437817264507226,0.7666666666525277,0.4143781726452224
0.5,2.15,7.695070845486225e-15,0.4409998387519211,0.7666666666667451,0.38347812065379244
0.5,2.3,1.0386753706976337e-14,0.46383949658989526,0.766666666657422,0.3567996127613459
0.5,2.45,-1.9999804572674537e-14,0.4836377466237739,0.7666666666635522,0.3335432735338369
0.5,2.6,-4.585355899568216e-15,0.5009565335961519,0.7666666666635165,0.31309783349764503
0.5,2.75,-2.5683464490972183e-14,0.5162293460970975,0.7666666666479234,0.2949881977699153
0.5,2.9,-2.01546943860389e-14,0.5297955269132628,0.7666666666475119,0.2788397510071231
0.5,3.05,-1.8963999407206202e-14,0.5419242344588262,0.7666666666548773,0.26435328510202727
0.5,3.2,8.801816146896906e-16,0.5528315012368741,0.7666666666610613,0.2512870460167546
0.5,3.35,-1.8949897649728044e-14,0.5626925889631532,0.7666666666599833,0.23944365487807592
0.5,3.5,2.1699683240067677e-16,0.5716510773830021,0.766666666638635,0.22866043095346492
0.5,3.65,3.3166086189036623e-15,0.5798256453368681,0.7666666666666974,0.2188021303158294
0.5,3.8,-2.1965750456762236e-14,0.5873151955512059,0.7666666666548249,0.20975542698264732
0.5,3.95,-3.826454691614455e-14,0.5942027737617376,0.7666666666553269,0.20142466907165937
0.5,4.1,-2.6332171987677718e-14,0.6005585983905383,0.7666666666430522,0.19372858012609084
0.5,4.25,-4.7553582631751655e-15,0.6064424263450777,0.7666666666551192,0.18659766964464755
0.5,4.4,-1.43307652977942e-14,0.61190541751116,0.7666666666426186,0.1799721816210635
0.5,4.55,-1.3651589100514388e-14,0.6169916170108954,0.7666666666555583,0.17380045549607007
0.5,4.7,-2.4288022645062432e-14,0.6217391429444216,0.7666666664978066,0.16803760620101518
0.5,4.85,-7.253068394929095e-15,0.6261811455503532,0.766666666647857,0.16264445338970496
0.5,5.0,-2.180792600127667e-14,0.6303465867358257,0.7666666666483963,0.1575866466839559
0.5,5.15,-1.2277599733952298e-14,0.6342608785115323,0.7666666666910289,0.15283394662892538
0.5,5.3,9.698067537228567e-15,0.6379464084272491,0.7666666666468785,0.14835962986694856
0.5,5.45,-8.77760133706144e-15,0.6414229750403204,0.7666666666564131,0.1441399943911122
0.5,5.6,-3.051148403942559e-15,0.6447081504567713,0.7666666666672928,0.14015394575144352
0.5,5.75,-9.169786424005508e-15,0.6478175839844637,0.7666666666622391,0.13638264925985033
0.5,5.9,-9.546745612957716e-16,0.6507652575870605,0.7666666666634188,0.13280923624227803
0.5,6.05,-3.871001074961198e-16,0.6535637018118672,0.7666666666652874,0.12941855481424486
0.5,6.2,2.1166590899032766e-14,0.6562241791431082,0.766666666676365,0.1261969575274991
0.5,6.35,-6.238160701215858e-14,0.658756840334584,0.7666666667398249,0.12313211968870644
0.5,6.5,-1.5644768374511854e-14,0.6611708581907045,0.7666666666619382,0.12021288330741642
0.5,6.65,-1.2701838972311747e-14,0.6634745426761681,0.7666666666401765,0.11742912259759493
0.5,6.8,-3.7475527637729627e-13,0.6656754400030361,0.7666666666828515,0.11477162758651901
0.5,6.95,-2.1519298516504058e-14,0.6677804184663028,0.766666666634647,0.11223200310365866
0.5,7.1,7.295417200818485e-15,0.6697957430823093,0.7666666666613935,0.10980258083323247
0.5,7.25,-1.451163829163438e-14,0.671727140396658,0.7666666666437232,0.10747634246350371
0.5,7.4,3.3520188851529576e-15,0.673579855312326,0.7666666666600245,0.10524685239252132
