alpha,R_0_2,Ieq_obt_1,Ieq_obt_2,Seq_obt_1,Seq_obt_2
0.481,2.75,0.1440748454224965,0.29168205790626045,0.0960499006033616,0.16667546404873593
0.481,2.9,0.14407484400234422,0.2893771542629689,0.09604989598765099,0.15230376540380836
0.481,3.05,0.1440748366897709,0.28672864252475494,0.09604989028604902,0.1398676311298243
0.481,3.2,0.14407484603844048,0.2839156936585109,0.09604989394114058,0.12905258560273392
0.481,3.35,0.14407485325014033,0.2810603800360484,0.09604990111357088,0.11960015971735978
0.481,3.5,0.14407483716674968,0.27824360190659586,0.09604989409224818,0.11129744325248488
0.481,3.65,0.14407483428832618,0.275517066726524,0.09604988927051573,0.1039687056354619
0.481,3.8,0.14407484881928861,0.27291194453640355,0.09604989166363535,0.0974685471245774
0.481,3.95,0.14407484570120271,0.2704452143906263,0.09604989901063829,0.09167634457055247
0.481,4.1,0.14407485352409752,0.26812430935378384,0.09604990314561065,0.08649171191352953
0.481,4.25,0.14407484757417865,0.2659502420140404,0.09604989982633476,0.08183084393115626
0.481,4.4,0.14407485963224265,0.263919978340254,0.09604990664186662,0.07762352139066983
0.481,4.55,0.1440748286290487,0.26202780808384923,0.09604988800864356,0.07381065274878737
0.481,4.7,0.1440748442085318,0.26026675776779234,0.0960498964888663,0.07034236708763153
0.481,4.85,0.14407484413404725,0.25862889748699286,0.09604989812082239,0.06717633776849834
0.481,5.0,0.14407484616418087,0.25710614005711113,0.0960498941136774,0.0642765336099129
0.481,5.15,0.14407485279017887,0.25569044908438304,0.09604989784208498,0.061612154210114664
0.481,5.3,0.14407484799403342,0.25437400531440985,0.09604989746481804,0.059156744672058593
0.481,5.45,0.1440748437845209,0.2531494026322455,0.09604989535886138,0.0568875060735287
0.481,5.6,0.14407484532028308,0.2520096690665205,0.0960498951967994,0.05478471003799534
0.481,5.75,0.14407484387508457,0.25094828125703267,0.09604989321029152,0.052831216306674145
0.481,5.9,0.14407484814800792,0.24995921933579196,0.09604990173928449,0.05101208612961664
0.481,6.05,0.14407484979872218,0.24903687895770318,0.09604989592073192,0.049314231912624386
0.481,6.2,0.14407484993156303,0.24817614462955856,0.09604989621223099,0.0477261802089907
0.481,6.35,0.1440748541225469,0.24737230772536617,0.09604990440563119,0.046237814255079356
0.481,6.5,0.1440748367577977,0.24662099559828277,0.09604989541141715,0.04484018261266022
0.481,6.65,0.14407484589783418,0.24591831018369498,0.09604989268191279,0.043525363367100625
0.481,6.8,0.1440748452179413,0.24526057997522938,0.09604989444685645,0.04228630624351774
0.481,6.95,0.14407484252564312,0.24464447775996256,0.09604989318440957,0.04111671861690003
0.481,7.1,0.14407485309321733,0.2440669799856295,0.09604990235845154,0.04001097983546401
0.481,7.25,0.14407484466939496,0.2435252370862234,0.0960498964856881,0.03896403790673466
0.481,7.4,0.14407484801158005,0.24301673430970774,0.09604989718819948,0.03797136417997814
0.481,7.55,0.1440748488810629,0.2425391012435245,0.09604990033464543,0.03702887037223732
0.481,7.7,0.14407484334292744,0.24209016399250008,0.09604989442534732,0.03613286010277093
0.481,7.85,0.14407484955942473,0.2416679721062014,0.09604989889415923,0.03527999546233261
0.481,8.0,0.14407484968220854,0.2412706636498362,0.0960498922652007,0.0344672358755823
0.501,0.5,0.15029939579796067,1.0728330271516005e-31,0.1001995955991883,0.7823833414927017
0.501,0.65,0.1502993945413156,2.4171370377500994e-24,0.10019961197684675,0.7823833442077446
0.501,0.8,0.15029938187059894,-1.19288422408941e-16,0.1001995879730369,0.7823833394898528
0.501,0.95,0.1502994046221424,1.5887573848309723e-06,0.10019960269164607,0.782381290865809
0.501,1.1,0.15029940323015456,0.0690920330882385,0.10019960052725847,0.6909203298399286
0.501,1.25,0.15029940360346355,0.1453715250950927,0.10019960146528357,0.5814861005314976
0.501,1.4,0.15029939767885275,0.1984114051819121,0.10019959888339262,0.4960285124653311
0.501,1.55,0.15029940168258132,0.2352712846795538,0.10019959838373031,0.4277659701961154
0.501,1.7,0.1502994040461716,0.2606081448083774,0.10019960229603746,0.3722973496112213
0.501,1.85,0.1502994029142119,0.277635246624286,0.10019960350551582,0.32662970321556745
0.501,2.0,0.1502994049003798,0.2886445040625608,0.10019960013470941,0.28864450124083
0.501,2.15,0.15029940125595073,0.2953074891737203,0.1001995999876448,0.25678912032635
0.501,2.3,0.15029939993721325,0.2988586083982284,0.10019960082992752,0.22989123807970452
0.501,2.45,0.15029940244122414,0.300213178871117,0.1001996054323647,0.2070435743034173
0.501,2.6,0.15029940413760598,0.3000482527857879,0.10019960309102798,0.18753015775368848
0.501,2.75,0.15029939803554906,0.2988610470499671,0.10019959810355805,0.17077774129491757
0.501,2.9,0.15029941409683434,0.297012917960311,0.10019961564928126,0.15632259035857646
0.501,3.05,0.15029940145918677,0.29476299620339963,0.10019960478804044,0.1437868297753524
0.501,3.2,0.15029940514254092,0.29229448593853646,0.10019960234248718,0.1328611286805745
0.501,3.35,0.15029939820984084,0.2897345336854447,0.10019959636912748,0.12329129000339825
0.501,3.5,0.15029940397542202,0.28716960836471733,0.1001995985935378,0.11486784070878611
0.501,3.65,0.1502994025749823,0.2846568429393203,0.10019960026394029,0.10741767562297996
0.501,3.8,0.15029940686773857,0.2822325869706038,0.10019960020048724,0.10079734944011758
0.501,3.95,0.15029940004276923,0.2799185497014078,0.100199598369668,0.09488764333372177
0.501,4.1,0.15029940318189455,0.2777263497083256,0.10019959952028638,0.08958914363037129
0.501,4.25,0.15029940370286682,0.27566066027933517,0.10019960110872558,0.08481866380080724
0.501,4.4,0.15029940073733267,0.2737215421347434,0.1001996003248029,0.08050633590719201
0.501,4.55,0.15029940286912896,0.2719060610246845,0.10019960160155339,0.07659325631208083
0.501,4.7,0.1502994007762488,0.2702093787828352,0.10019960098834954,0.07302956205963487
0.501,4.85,0.15029939800011896,0.26862557288136285,0.10019959810220666,0.06977287620223013
0.501,5.0,0.1502994034996513,0.26714816984540424,0.10019960136910647,0.06678704188670902
0.501,5.15,0.15029940750989823,0.2657704655961127,0.100199604501954,0.06404107525804456
0.501,5.3,0.15029940193762853,0.2644857944004775,0.10019959964249667,0.061508323667849654
0.501,5.45,0.15029939854141236,0.26328771942039003,0.10019960066858036,0.05916578040692254
0.501,5.6,0.15029940127111596,0.26217006695610934,0.10019960070741296,0.05699349276724223
0.501,5.75,0.15029940067120728,0.2611269972953111,0.10019960115527363,0.05497410494792502
0.501,5.9,0.15029940480125575,0.26015305461689076,0.10019960387061495,0.05309246001982604
0.501,6.05,0.15029940434679548,0.2592431341887318,0.10019960451656333,0.05133527429296656
0.501,6.2,0.15029940119646612,0.2583925117986569,0.10019960079963633,0.04969086765421118
0.501,6.35,0.15029940112170603,0.2575968301784073,0.10019960065841474,0.048148940202714964
0.501,6.5,0.15029940104311512,0.2568520510472444,0.10019960092164293,0.046700372986193436
0.501,6.65,0.15029940119697824,0.25615445773365186,0.10019960079240735,0.04533707216392321
0.501,6.8,0.15029940129503716,0.2555006298741682,0.10019960183153165,0.044051832961249204
0.501,6.95,0.15029940133465441,0.25488741780535723,0.10019960215485761,0.04283822176436508
0.501,7.1,0.1502993948908334,0.254311915064676,0.10019959689236486,0.041690478362662174
0.501,7.25,0.15029940120477248,0.2537714892247805,0.10019960080257646,0.040603438275370815
0.501,7.4,0.15029940118378277,0.25326365911166465,0.1001996008040886,0.039572446740262085
0.501,7.55,0.15029939558598698,0.2527861717561942,0.10019959974630277,0.03859330961204522
0.501,7.7,0.1502994011967667,0.25233696926008975,0.10019960079280035,0.037662234216944014
0.501,7.85,0.15029940102270495,0.2519141183588084,0.10019960161213892,0.03677578389771208
0.501,8.0,0.15029940832066677,0.25151586574588813,0.10019959998109809,0.03593083647216392
0.52,0.5,0.1557692252611265,-1.8812106798602736e-29,0.10384615415643236,0.7845067373434655
0.52,0.65,0.15576923071244747,1.211547588293294e-24,0.10384615566722397,0.7845067378762234
0.52,0.8,0.15576923785182434,9.093293476664805e-16,0.10384616409053364,0.7845067396640206
0.52,0.95,0.15576922808640306,1.5535069058008893e-06,0.10384615128188998,0.7845047399071634
0.52,1.1,0.15576923076676086,0.06932386119013115,0.10384615384668157,0.6932386070803311
0.52,1.25,0.15576923560151817,0.14602008407885259,0.10384615189552127,0.5840803352628702
0.52,1.4,0.15576923345177857,0.19954964301767997,0.10384615582787271,0.4988741082359936
0.52,1.55,0.15576923000673076,0.23695813023904563,0.10384615163001006,0.43083296271824406
0.52,1.7,0.1557692248125998,0.2628858218994138,0.10384615126521024,0.3755511747830159
0.52,1.85,0.15576923325433353,0.28052762733879866,0.1038461528278661,0.33003250056564265
0.52,2.0,0.15576923175408017,0.29215684612165704,0.10384614963986945,0.2921568421087479
0.52,2.15,0.15576922604072188,0.2994277223682699,0.10384615066561972,0.26037193296624694
0.52,2.3,0.15576922911247976,0.30355993557734323,0.10384615045329885,0.23350764122650164
0.52,2.45,0.15576923129938752,0.30545755927998297,0.1038461688495391,0.21066039638505515
0.52,2.6,0.1557692262069139,0.30579019669856056,0.10384614883170344,0.19111887230470873
0.52,2.75,0.1557692317709908,0.30505128055383696,0.10384615403269612,0.17431501696189738
0.52,2.9,0.1557692362493003,0.3036013477394127,0.10384615428110262,0.1597901800047646
0.52,3.05,0.15576923226181388,0.3017011295594289,0.10384615395365251,0.14717128191202242
0.52,3.2,0.1557692307741146,0.2995368932735168,0.10384615384524779,0.13615313330289125
0.52,3.35,0.1557692307709324,0.29723982264603166,0.10384615384580873,0.12648503091210234
0.52,3.5,0.1557692307682476,0.294900761975924,0.10384615384468851,0.11796030479009414
0.52,3.65,0.15576922674320068,0.29258128793619276,0.10384614814900812,0.1104080322665201
0.52,3.8,0.15576923112734092,0.29032198380834834,0.10384615502361752,0.10368642319144247
0.52,3.95,0.15576923094190653,0.2881484273169879,0.10384615364823942,0.09767743281946493
0.52,4.1,0.15576923077126997,0.28607569964750884,0.10384615384590042,0.09228248375627067
0.52,4.25,0.1557692374629587,0.28411155436157953,0.10384616199819155,0.08741894051583507
0.52,4.4,0.15576922561597195,0.28225866547487743,0.10384615004569145,0.08301725504443766
0.52,4.55,0.1557692323088987,0.2805164312961951,0.1038461538743219,0.0790187124673456
0.52,4.7,0.15576923040312968,0.27888193555078394,0.10384615083403186,0.07537349508540261
0.52,4.85,0.15576922388752673,0.2773509233493262,0.10384614881534186,0.07203920147266266
0.52,5.0,0.15576923075607135,0.27591833738564986,0.10384615376195763,0.06897958432166171
0.52,5.15,0.15576923065851317,0.2745786534099547,0.10384615378509861,0.06616353095781946
0.52,5.3,0.15576922349617897,0.27332623450094473,0.1038461541654456,0.06356424296908579
0.52,5.45,0.15576923052968242,0.2721554964296541,0.10384615359912056,0.06115853851936566
0.52,5.6,0.15576923135794452,0.27106097347505054,0.10384615427132833,0.05892629853668322
0.52,5.75,0.15576923076854524,0.27003745062544376,0.1038461538455294,0.0568499896053696
0.52,5.9,0.1557692307600743,0.26907998649810033,0.10384615384085542,0.054914282959820114
0.52,6.05,0.15576923066129725,0.26818393205922514,0.10384615588621555,0.053105729704893946
0.52,6.2,0.15576923060499934,0.26734493435604445,0.10384615360608825,0.05141248735515257
0.52,6.35,0.15576923124248496,0.26655895231734095,0.10384615583344577,0.049824103627424676
0.52,6.5,0.1557692343816341,0.2658222214379921,0.10384615378386167,0.04833131209466582
0.52,6.65,0.15576923076842536,0.26513125532652476,0.10384615384565403,0.046925885898569566
0.52,6.8,0.15576923263151535,0.26448284516013565,0.1038461563177592,0.04560049065432341
0.52,6.95,0.1557692305791188,0.2638739988141247,0.10384615369046693,0.04434857123622042
0.52,7.1,0.15576923076221033,0.263301980424377,0.10384615384970723,0.043164259088285147
0.52,7.25,0.1557692307375494,0.2627642477850207,0.10384615381206744,0.04204227964494181
0.52,7.4,0.15576923096085915,0.26225845988734414,0.10384615419870047,0.04097788439223158
0.52,7.55,0.15576923295783346,0.2617824555679726,0.10384615409915454,0.039966786719262105
0.52,7.7,0.15576923283105049,0.26133423442739906,0.10384615317254034,0.03900510907341577
0.52,7.85,0.1557692319765988,0.26091195728469657,0.10384615535564141,0.03808933689375653
0.52,8.0,0.1557692302303469,0.26051391301530485,0.10384615237640138,0.037216273107224494
0.54,0.5,0.16111111403893602,-4.89851597552344e-28,0.10740741028696321,0.7865730374871867
0.54,0.65,0.16111111091027408,1.6617773568881548e-22,0.10740740707598981,0.7865730367868714
0.54,0.8,0.16111111440659942,-1.2465341631246708e-15,0.10740741190586733,0.7865730377787374
0.54,0.95,0.16111111145752238,1.4935214830007006e-06,0.10740740968324039,0.7865711262041846
0.54,1.1,0.16111111710216763,0.06954913731673941,0.10740741177857864,0.6954913705023273
0.54,1.25,0.16111111333369868,0.14664896979221725,0.10740739953002028,0.5865958758558556
0.54,1.4,0.16111111475233253,0.2006510375456359,0.10740741116605998,0.5016275954211998
0.54,1.55,0.16111110800107875,0.23858712963030518,0.10740740658437542,0.43379478152936646
0.54,1.7,0.16111111154213884,0.2650814356737343,0.10740740807273916,0.37868776557807826
0.54,1.85,0.16111110995646932,0.28331149493324215,0.10740740546631515,0.3333076401510906
0.54,2.0,0.16111111521927968,0.29553327904961024,0.10740740855946222,0.29553327754237074
0.54,2.15,0.16111111411330467,0.3033850567210449,0.10740740484971138,0.26381308893831334
0.54,2.3,0.1611111112617638,0.30807303806698805,0.10740740712567884,0.23697925974500111
0.54,2.45,0.16111111223158847,0.31049105548915745,0.1074074081954783,0.2141317622575695
0.54,2.6,0.1611111212925177,0.3113019500760862,0.10740740982856153,0.19456371406066064
0.54,2.75,0.16111111232853972,0.3109955656300918,0.1074074101102052,0.17771175281061385
0.54,2.9,0.16111110857075825,0.30993166723074606,0.10740741064537022,0.16312193365701758
0.54,3.05,0.16111111110986562,0.3083722694664894,0.10740740740655375,0.15042549730093382
0.54,3.2,0.16111111077407528,0.3065063325485129,0.10740740689465988,0.13932106014426499
0.54,3.35,0.16111110908588364,0.3044685892665339,0.10740740389907395,0.12956110098771897
0.54,3.5,0.16111111377137574,0.3023538388605214,0.10740741012554915,0.12094153559678063
0.54,3.65,0.1611111103958656,0.3002276460412817,0.10740741008586144,0.11329345301080998
0.54,3.8,0.16111111188935523,0.2981344288872445,0.1074074045471181,0.1064765800288628
0.54,3.95,0.16111111064240252,0.2961033563183214,0.10740740554332191,0.10037401845802132
0.54,4.1,0.1611111112321439,0.2941527179261173,0.10740740746455771,0.0948879734972922
0.54,4.25,0.16111111075135315,0.2922931052494594,0.10740740730562615,0.08993634020087561
0.54,4.4,0.16111110554842697,0.29052972999584026,0.10740740586361006,0.08544992217310876
0.54,4.55,0.1611111138945976,0.2888641061973917,0.10740739745705212,0.08137016590268342
0.54,4.7,0.16111110711029003,0.2872952136194043,0.10740740558488633,0.07764735582500368
0.54,4.85,0.16111110930140152,0.2858203876654554,0.10740740588879878,0.07423906183147126
0.54,5.0,0.1611111116486938,0.2844359108486866,0.10740740690856938,0.07110897736061124
0.54,5.15,0.16111111111032664,0.2831374456955811,0.10740740740683834,0.0682258905291254
0.54,5.3,0.16111111111725857,0.2819203444248412,0.10740740740790475,0.06556287079469494
0.54,5.45,0.1611111113162549,0.28077984351429863,0.10740740407990801,0.06309659297033784
0.54,5.6,0.1611111074330745,0.2797112152610096,0.10740740559896633,0.06080678647526927
0.54,5.75,0.16111111087430874,0.2787098609060779,0.10740740732729603,0.05867576023532643
0.54,5.9,0.16111111128963929,0.27777134168362694,0.10740740177465982,0.056688027309933574
0.54,6.05,0.16111111017018792,0.27689146991483043,0.10740740747417261,0.05482999431177961
0.54,6.2,0.16111111298389386,0.2760662724765538,0.10740740995267058,0.05308966795894617
0.54,6.35,0.16111111110950746,0.2752920169760323,0.10740740740628216,0.05145645177134126
0.54,6.5,0.16111110733978107,0.2745652336610522,0.10740740795361137,0.04992095263092664
0.54,6.65,0.1611111111108226,0.27388268651514,0.10740740740838024,0.04847481177289112
0.54,6.8,0.1611110946491237,0.2732413259113111,0.10740739597749209,0.04711057459858619
0.54,6.95,0.16111111042953935,0.2726384357798446,0.1074074101762514,0.04582158662221704
0.54,7.1,0.16111112128951852,0.27207135299366075,0.10740741135530855,0.0446018598299182
0.54,7.25,0.16111111112059356,0.271537664014743,0.10740740741785668,0.043446026242562455
0.54,7.4,0.1611111090533278,0.2710351785123265,0.10740740734984289,0.04234924705996532
0.54,7.55,0.16111111111349413,0.270561827561019,0.10740740740789696,0.04130714924557123
0.54,7.7,0.1611111130090965,0.2701156988418712,0.10740740912184979,0.040315775909194315
0.54,7.85,0.16111111175550788,0.2696950165909765,0.10740740712017116,0.03937153497350184
0.54,8.0,0.16111111000906747,0.2692981483436262,0.10740740547782386,0.038471163893097536
0.56,0.5,0.16607143068456137,-4.522801447129929e-30,0.1107142881171848,0.7884853784980438
0.56,0.65,0.16607142878281178,-1.520261920315058e-25,0.11071428370745173,0.7884853776601715
0.56,0.8,0.16607142858892893,1.86126623725925e-15,0.110714282915145,0.7884853775178314
0.56,0.95,0.1660714288639305,1.5265421465764863e-06,0.11071428527689334,0.7884834329605106
0.56,1.1,0.16607142500849664,0.06975735135234054,0.11071428239865329,0.697573510649651
0.56,1.25,0.16607142789866447,0.14722906376064065,0.11071428559139454,0.5889162550186898
0.56,1.4,0.16607143856354006,0.2016650016754022,0.11071429019409437,0.5041625051485719
0.56,1.55,0.16607142856114052,0.24008406728388348,0.11071428571068573,0.43651648597126486
0.56,1.7,0.1660714324265024,0.2670957250744529,0.11071428957336052,0.38156532285019196
0.56,1.85,0.16607142872288505,0.2858618803327036,0.11071428690436975,0.33630809537050527
0.56,2.0,0.16607142640032546,0.29862309752457533,0.11071428431597652,0.2986230976893023
0.56,2.15,0.16607142956197682,0.3070036110446954,0.11071428727219965,0.26695966235577984
0.56,2.3,0.16607142857061902,0.3121978636371855,0.11071428572044717,0.24015220280285687
0.56,2.45,0.16607142851029785,0.31509077153381065,0.11071428567872357,0.21730398038171356
0.56,2.6,0.1660714288935435,0.31633924971721333,0.11071428573764999,0.19771203088857794
0.56,2.75,0.16607142252902882,0.31643002125371017,0.11071428022251315,0.18081715516729518
0.56,2.9,0.16607142083693724,0.3157220659463574,0.11071428135584409,0.1661695103035877
0.56,3.05,0.1660714326013932,0.3144784182011148,0.110714286675616,0.15340410469857776
0.56,3.2,0.16607143486386586,0.3128902741733438,0.11071428908832193,0.1422228503095268
0.56,3.35,0.16607142870644742,0.3110953712004869,0.11071428609863772,0.13238100915363452
0.56,3.5,0.1660714182516187,0.3091918670159132,0.11071427795281397,0.12367674811666274
0.56,3.65,0.1660714314745348,0.30724883712293494,0.11071428816690161,0.11594295717747312
0.56,3.8,0.1660714234527896,0.3053139799642458,0.11071428802550679,0.10904071058508438
0.56,3.95,0.16607142700818706,0.3034196165366308,0.11071428417623866,0.1028541073199452
0.56,4.1,0.16607143038739675,0.3015868710736467,0.11071428180319787,0.09728608500838809
0.56,4.25,0.16607142861249732,0.2998288757612671,0.11071428581703471,0.09225503872055765
0.56,4.4,0.16607142840151662,0.29815307826163007,0.11071428584755778,0.08769208196075237
0.56,4.55,0.16607141878748216,0.2965629221040888,0.11071428469640361,0.08353885463574387
0.56,4.7,0.16607142714304313,0.2950591134700498,0.11071428790648505,0.0797457076539169
0.56,4.85,0.16607142855184548,0.29364041034981503,0.11071428570649669,0.07627023645869808
0.56,5.0,0.1660714265426089,0.2923043559619757,0.11071428431641853,0.07307608921303259
0.56,5.15,0.16607142738196118,0.29104769679121534,0.11071428548660436,0.07013197544661542
0.56,5.3,0.16607142799315816,0.2898666953922065,0.1107142859535593,0.06741085965088497
0.56,5.45,0.16607143152106985,0.2887573828431599,0.11071428872530487,0.06488929951677287
0.56,5.6,0.16607142856471951,0.2877156872154448,0.11071428570377204,0.06254688852403215
0.56,5.75,0.16607143440589142,0.2867376001564354,0.11071428476949419,0.060365808625880604
0.56,5.9,0.16607142857123097,0.2858191738110149,0.1107142857095125,0.058330443633659426
0.56,6.05,0.16607143088724766,0.2849566461709303,0.1107142866837391,0.05642705828081303
0.56,6.2,0.16607142515730397,0.2841463989132643,0.11071428674783494,0.05464353940646929
0.56,6.35,0.1660714190408821,0.2833850274557598,0.11071428172552829,0.05296916543413292
0.56,6.5,0.1660714324794417,0.2826693543600706,0.11071428583742109,0.05139442713372101
0.56,6.65,0.16607143146611275,0.2819963289935735,0.11071428776909757,0.04991085447776428
0.56,6.8,0.16607142848793527,0.28136314974245014,0.11071428576691952,0.048510887918058646
0.56,6.95,0.16607142775944006,0.28076720201903854,0.11071428527329268,0.047187765131512946
0.56,7.1,0.16607142984812523,0.2802060433601999,0.11071428610535412,0.04593541674673386
0.56,7.25,0.16607142857306037,0.27967739321550716,0.11071428571644122,0.04474838291458349
0.56,7.4,0.1660714285707552,0.27917914542036665,0.11071428571389696,0.043621741471993956
0.56,7.55,0.16607142926486176,0.27870933978872425,0.11071428902659934,0.042551044763929506
0.56,7.7,0.16607142970428493,0.2782661496324784,0.11071429150374804,0.04153226204463514
0.56,7.85,0.16607142464702535,0.2778478694967073,0.1107142837125445,0.040561733158836544
0.56,8.0,0.16607142222129334,0.27745294928270964,0.11071428173654194,0.039636136084049235
0.58,0.5,0.17068965647051687,-8.12266132972449e-28,0.1137931002886603,0.7902604906760733
0.58,0.65,0.17068964921964982,2.6378559113978924e-22,0.11379309685523968,0.7902604897325126
0.58,0.8,0.17068965662292424,9.929486793785688e-15,0.11379310722905886,0.7902604918472822
0.58,0.95,0.17068965763513932,1.4449527756124417e-06,0.1137931055016167,0.790258657852913
0.58,1.1,0.17068965558528978,0.06995038832416066,0.11379310109470005,0.6995038786183189
0.58,1.25,0.17068965997925098,0.14776589036731758,0.11379310697419635,0.5910635626952369
0.58,1.4,0.17068965735336833,0.20260167395920864,0.11379310728957495,0.5065041866934858
0.58,1.55,0.170689655694858,0.2414646111640139,0.11379310391884463,0.43902656592290884
0.58,1.7,0.17068965521947013,0.26895064843472427,0.11379310337475035,0.38421521197484215
0.58,1.85,0.1706896552715871,0.2882075529701634,0.11379310353999253,0.3390677093974608
0.58,2.0,0.1706896584207158,0.3014621179008043,0.11379310613763324,0.3014621181176873
0.58,2.15,0.17068965433963743,0.31032612910021823,0.11379310345267657,0.2698488084215768
0.58,2.3,0.17068965505251477,0.3159836854088246,0.11379310533179143,0.24306437481963158
0.58,2.45,0.17068965204866038,0.3193118634773504,0.11379310184928974,0.22021507910974197
0.58,2.6,0.17068965558170776,0.32096237559467733,0.11379310375126954,0.20060148469299355
0.58,2.75,0.17068965380647197,0.32141915561955897,0.11379310470457611,0.18366809053414762
0.58,2.9,0.17068965660194663,0.32104042538171595,0.11379310600040471,0.16896864562022182
0.58,3.05,0.17068966080134573,0.3200900200314355,0.11379310894312869,0.15614147311604804
0.58,3.2,0.17068965993180915,0.3187610413691556,0.11379310362984114,0.14489137993702497
0.58,3.35,0.17068965509358558,0.3171938048606011,0.11379310483401843,0.1349760879331059
0.58,3.5,0.17068964960976302,0.31548936682725304,0.11379309682107244,0.1261957462661888
0.58,3.65,0.17068965369650752,0.31371978995400207,0.11379310271913876,0.11838482676858084
0.58,3.8,0.17068965883156018,0.31193574182389683,0.11379310754404662,0.11140562222598487
0.58,3.95,0.1706896523470932,0.3101722501361955,0.11379310206617535,0.10514313630318466
0.58,4.1,0.17068965636401923,0.3084529991877317,0.11379310589928729,0.09950096798417737
0.58,4.25,0.17068965668168903,0.3067933668723982,0.11379310512596812,0.09439795908081064
0.58,4.4,0.1706896538046745,0.3052028167480331,0.11379310693038971,0.08976553620749736
0.58,4.55,0.17068965519123067,0.3036865641091264,0.11379310345085851,0.08554551101044262
0.58,4.7,0.17068965517290383,0.3022468239291875,0.1137931034469661,0.08168833079103087
0.58,4.85,0.1706896574619175,0.3008837173943847,0.11379310443125776,0.07815161443367595
0.58,5.0,0.17068964727500827,0.2995959101806397,0.11379309769319283,0.07489897834819598
0.58,5.15,0.1706896525054003,0.2983811734569936,0.11379310226156111,0.07189907844232182
0.58,5.3,0.1706896551683706,0.2972366008892156,0.11379310344990586,0.06912479090624754
0.58,5.45,0.170689655166489,0.29615895394836017,0.11379310344774632,0.06655257392263987
0.58,5.6,0.17068965244231787,0.29514480878414406,0.11379310386366512,0.06416191588106146
0.58,5.75,0.1706896551524143,0.2941906864989437,0.1137931035175821,0.06193488139305631
0.58,5.9,0.17068965768114625,0.2932931230721887,0.11379310413516722,0.059855738887833375
0.58,6.05,0.17068965553393925,0.29244873601145205,0.1137931031550419,0.05791064062080907
0.58,6.2,0.17068965517074283,0.29165428000693916,0.1137931034482004,0.056087361540214785
0.58,6.35,0.1706896492485595,0.29090663539469314,0.11379309892346337,0.05437507238206386
0.58,6.5,0.17068965609575598,0.2902028837965508,0.11379310445311872,0.052764160700245165
0.58,6.65,0.17068965484529225,0.2895402087557219,0.11379310327246554,0.05124605468518582
0.58,6.8,0.1706896586621242,0.28891601519785337,0.1137931058734988,0.049813105795665016
0.58,6.95,0.1706896554895579,0.28832783116626237,0.11379310343541771,0.04845845894439091
0.58,7.1,0.17068965493019345,0.2877733772827123,0.11379310314251549,0.047175963477711566
0.58,7.25,0.17068964779863657,0.2872504949596116,0.11379309718322753,0.0459600794915507
0.58,7.4,0.1706896551729895,0.286757220615865,0.11379310344696403,0.04480581572084155
0.58,7.55,0.170689653574914,0.2862916546305392,0.11379310604265322,0.043708650404375805
0.58,7.7,0.1706896526066745,0.2858520724439705,0.11379310718094718,0.042664489662063244
0.58,7.85,0.17068965358028326,0.28543685508531264,0.1137931023515315,0.041669613988131335
0.58,8.0,0.17068965555373616,0.2850445067048697,0.11379310358697721,0.04072064376705699
0.6,0.5,0.17499999905817656,-3.025066820822632e-29,0.11666666898260458,0.7919127517512423
0.6,0.65,0.17499999997344348,6.636571696492152e-22,0.1166666666543827,0.7919127514084974
0.6,0.8,0.17500000200403304,9.209687113044473e-15,0.11666666945896118,0.7919127519808586
0.6,0.95,0.17500000472046937,1.4267853408196812e-06,0.11666666717057603,0.7919109476331059
0.6,1.1,0.1749999971027059,0.07012986222969836,0.11666666330692452,0.7012986203591998
0.6,1.25,0.1749999994805866,0.14826416192116795,0.11666666609308615,0.593056647478299
0.6,1.4,0.1750000002188306,0.20346966924400914,0.11666666722734813,0.5086741733826283
0.6,1.55,0.17500000025132398,0.24274201212048285,0.1166666676371739,0.44134911352419504
0.6,1.7,0.17499999894237375,0.27066470002384035,0.1166666659338698,0.38666385705953354
0.6,1.85,0.17500000345567263,0.29037265502359977,0.11666666346005931,0.34161488408070434
0.6,2.0,0.1749999948966576,0.30408028235499196,0.11666666390021799,0.3040802831286926
0.6,2.15,0.17500000044733408,0.31338828909648053,0.1166666671045179,0.27251155579035957
0.6,2.3,0.17500000648381192,0.31947157841621415,0.11666666659274778,0.24574736396540064
0.6,2.45,0.17499999971022073,0.3232002961838904,0.11666666660125395,0.22289675612392784
0.6,2.6,0.17500000326917436,0.3252215393559764,0.11666666979110171,0.20326346210621024
0.6,2.75,0.1749999956263558,0.3260167353285147,0.11666666286045588,0.18629527762232637
0.6,2.9,0.17500001105531868,0.3259434103653181,0.11666666519887707,0.17154915605303395
0.6,3.05,0.1749999973681943,0.3252660124377628,0.11666666496264691,0.15866634806728727
0.6,3.2,0.1750000024682167,0.32417929951296787,0.11666666707129432,0.14735422592301473
0.6,3.35,0.1749999911622443,0.32282576288887876,0.11666666200915839,0.13737266761244574
0.6,3.5,0.17499999984676667,0.3213090319136028,0.11666666664068451,0.12852361283002955
0.6,3.65,0.17500000043500843,0.31970374794616657,0.1166666667605516,0.12064292358628866
0.6,3.8,0.17499999999092136,0.31806318600060796,0.1166666666169002,0.11359399498241503
0.6,3.95,0.17499999995209312,0.31642483692843604,0.11666666728183754,0.1072626568675304
0.6,4.1,0.1750000013933452,0.31481460497468,0.11666666787093047,0.1015530982711949
